sector,okved2,year,trainingcosts_s
"Деятельность административно-хозяйственная, вспомогательная деятельность по обеспечению функционирования организации, деятельность по предоставлению прочих вспомогательных услуг для бизнеса",82,2021,24.614
"Деятельность административно-хозяйственная, вспомогательная деятельность по обеспечению функционирования организации, деятельность по предоставлению прочих вспомогательных услуг для бизнеса",82,2022,406.522
"Деятельность административно-хозяйственная, вспомогательная деятельность по обеспечению функционирования организации, деятельность по предоставлению прочих вспомогательных услуг для бизнеса",82,2023,4.704
"Деятельность административно-хозяйственная, вспомогательная деятельность по обеспечению функционирования организации, деятельность по предоставлению прочих вспомогательных услуг для бизнеса",82,2024,8.339
Деятельность административно-хозяйственная и вспомогательная деятельность по обеспечению функционирования организации,82.1,2021,0.0922
Деятельность административно-хозяйственная и вспомогательная деятельность по обеспечению функционирования организации,82.1,2022,0.1731
Деятельность административно-хозяйственная и вспомогательная деятельность по обеспечению функционирования организации,82.1,2023,0.1374
Деятельность административно-хозяйственная и вспомогательная деятельность по обеспечению функционирования организации,82.1,2024,0.3267
Деятельность административно-хозяйственная комплексная по обеспечению работы организации,82.11,2021,0.0922
Деятельность административно-хозяйственная комплексная по обеспечению работы организации,82.11,2022,0.1731
Деятельность административно-хозяйственная комплексная по обеспечению работы организации,82.11,2023,0.1374
Деятельность административно-хозяйственная комплексная по обеспечению работы организации,82.11,2024,0.3267
Деятельность центров обработки телефонных вызовов,82.2,2021,0.6285
Деятельность центров обработки телефонных вызовов,82.2,2022,0.4225
Деятельность центров обработки телефонных вызовов,82.2,2023,0.7474
Деятельность центров обработки телефонных вызовов,82.2,2024,3.607
Деятельность центров обработки телефонных вызовов,82.20,2021,0.6285
Деятельность центров обработки телефонных вызовов,82.20,2022,0.4225
Деятельность центров обработки телефонных вызовов,82.20,2023,0.7474
Деятельность центров обработки телефонных вызовов,82.20,2024,3.607
Деятельность по организации конференций и выставок,82.3,2022,0.531
Деятельность по организации конференций и выставок,82.30,2022,0.531
"Деятельность по предоставлению вспомогательных услуг для бизнеса, не включенная в другие группировки",82.9,2021,23.8933
"Деятельность по предоставлению вспомогательных услуг для бизнеса, не включенная в другие группировки",82.9,2022,405.3954
"Деятельность по предоставлению вспомогательных услуг для бизнеса, не включенная в другие группировки",82.9,2023,2.569
"Деятельность по предоставлению вспомогательных услуг для бизнеса, не включенная в другие группировки",82.9,2024,4.4053
"Деятельность по предоставлению прочих вспомогательных услуг для бизнеса, не включенная в другие группировки",82.99,2021,23.6807
"Деятельность по предоставлению прочих вспомогательных услуг для бизнеса, не включенная в другие группировки",82.99,2022,405.1904
"Деятельность по предоставлению прочих вспомогательных услуг для бизнеса, не включенная в другие группировки",82.99,2023,2.499
"Деятельность по предоставлению прочих вспомогательных услуг для бизнеса, не включенная в другие группировки",82.99,2024,4.0603
"Деятельность органов государственного управления по обеспечению военной безопасности, обязательному социальному обеспечению",84,2017,231.608
"Деятельность органов государственного управления по обеспечению военной безопасности, обязательному социальному обеспечению",84,2018,132.2014
"Деятельность органов государственного управления по обеспечению военной безопасности, обязательному социальному обеспечению",84,2019,83.8562
"Деятельность органов государственного управления по обеспечению военной безопасности, обязательному социальному обеспечению",84,2021,187.5797
"Деятельность органов государственного управления по обеспечению военной безопасности, обязательному социальному обеспечению",84,2022,528.5980999999999
"Деятельность органов государственного управления по обеспечению военной безопасности, обязательному социальному обеспечению",84,2023,70.9637
"Деятельность органов государственного управления по обеспечению военной безопасности, обязательному социальному обеспечению",84,2024,237.1492
"Предоставление государственных услуг обществу, не включенные в другие группировки",84.02.АГ,2021,5.170100000000001
"Предоставление государственных услуг обществу, не включенные в другие группировки",84.02.АГ,2022,11.9207
"Предоставление государственных услуг обществу, не включенные в другие группировки",84.02.АГ,2023,4.572
"Предоставление государственных услуг обществу, не включенные в другие группировки",84.02.АГ,2024,4.2321
Деятельность органов государственного управления и местного самоуправления по вопросам общего и социально-экономического характера,84.1,2021,168.31279999999998
Деятельность органов государственного управления и местного самоуправления по вопросам общего и социально-экономического характера,84.1,2022,490.4024
Деятельность органов государственного управления и местного самоуправления по вопросам общего и социально-экономического характера,84.1,2023,53.2465
Деятельность органов государственного управления и местного самоуправления по вопросам общего и социально-экономического характера,84.1,2024,223.1395
Государственное управление общего и социально-экономического характера,84.11,2016,156.5168
Деятельность органов государственного управления и местного самоуправления по вопросам общего и социально-экономического характера,84.11,2017,133.4475
Деятельность органов государственного управления и местного самоуправления по вопросам общего и социально-экономического характера,84.11,2018,73.2849
Деятельность органов государственного управления и местного самоуправления по вопросам общего и социально-экономического характера,84.11,2019,73.1743
Деятельность органов государственного управления и местного самоуправления по вопросам общего характера,84.11,2021,163.5885
Деятельность органов государственного управления и местного самоуправления по вопросам общего характера,84.11,2022,485.1875
Деятельность органов государственного управления и местного самоуправления по вопросам общего характера,84.11,2023,52.0548
Деятельность органов государственного управления и местного самоуправления по вопросам общего характера,84.11,2024,221.7299
Государственное управление общего характера,84.11.1,2016,145.93689999999998
Деятельность органов государственного управления и местного самоуправления по вопросам общего характера,84.11.1,2017,131.11270000000002
Деятельность органов государственного управления и местного самоуправления по вопросам общего характера,84.11.1,2018,72.6632
Деятельность органов государственного управления и местного самоуправления по вопросам общего характера,84.11.1,2019,72.9387
"Деятельность федеральных органов государственной власти по управлению вопросами общего характера, кроме судебной власти",84.11.1,2021,59.3982
"Деятельность федеральных органов государственной власти по управлению вопросами общего характера, кроме судебной власти",84.11.1,2022,6.6864
"Деятельность федеральных органов государственной власти по управлению вопросами общего характера, кроме судебной власти",84.11.1,2023,4.9287
"Деятельность федеральных органов государственной власти по управлению вопросами общего характера, кроме судебной власти",84.11.1,2024,0.5732999999999999
"Деятельность федеральных органов государственной власти по  управлению вопросами общего характера, кроме судебной власти",84.11.11,2016,5.0735
"Деятельность федеральных органов государственной власти по управлению вопросами общего характера, кроме судебной власти",84.11.11,2017,4.7384
"Деятельность федеральных органов государственной власти по управлению вопросами общего характера, кроме судебной власти",84.11.11,2018,8.168800000000001
"Деятельность федеральных органов государственной власти по управлению вопросами общего характера, кроме судебной власти",84.11.11,2019,23.0088
"Деятельность федеральных органов государственной власти, кроме полномочных представителей Президента Российской Федерации и территориальных органов федеральных органов исполнительной власти",84.11.11,2021,9.7425
"Деятельность федеральных органов государственной власти, кроме полномочных представителей Президента Российской Федерации и территориальных органов федеральных органов исполнительной власти",84.11.11,2022,1.2853
Деятельность территориальных органов федеральных органов исполнительной власти в городах и районах субъектов Российской Федерации,84.11.12,2017,0.3397
Деятельность территориальных органов федеральных органов исполнительной власти в городах и районах субъектов Российской Федерации,84.11.12,2018,1.5833
Деятельность территориальных органов федеральных органов исполнительной власти в городах и районах субъектов Российской Федерации,84.11.12,2019,0.7536
"Деятельность полномочных представителей Президента Российской Федерации в регионах Российской Федерации и территориальных органов федеральных органов исполнительной власти в субъектах Российской Федерации (республиках, краях, областях)",84.11.12,2021,0.4465
"Деятельность полномочных представителей Президента Российской Федерации в регионах Российской Федерации и территориальных органов федеральных органов исполнительной власти в субъектах Российской Федерации (республиках, краях, областях)",84.11.12,2022,4.3323
"Деятельность полномочных представителей Президента Российской Федерации в регионах Российской Федерации и территориальных органов федеральных органов исполнительной власти в субъектах Российской Федерации (республиках, краях, областях)",84.11.12,2023,4.1165
"Деятельность органов государственной власти по управлению вопросами  общего характера, кроме судебной власти, субъектов Российской Федерации",84.11.13,2016,58.6922
"Деятельность органов государственной власти по управлению вопросами общего характера, кроме судебной власти, субъектов Российской Федерации",84.11.13,2017,45.2205
"Деятельность органов государственной власти по управлению вопросами общего характера, кроме судебной власти, субъектов Российской Федерации",84.11.13,2018,22.3444
"Деятельность органов государственной власти по управлению вопросами общего характера, кроме судебной власти, субъектов Российской Федерации",84.11.13,2019,20.3617
Деятельность территориальных органов федеральных органов исполнительной власти в городах и районах субъектов Российской Федерации,84.11.13,2021,49.2092
Деятельность территориальных органов федеральных органов исполнительной власти в городах и районах субъектов Российской Федерации,84.11.13,2022,1.0188
Деятельность территориальных органов федеральных органов исполнительной власти в городах и районах субъектов Российской Федерации,84.11.13,2023,0.3678
Деятельность территориальных органов федеральных органов исполнительной власти в городах и районах субъектов Российской Федерации,84.11.13,2024,0.0617
Деятельность органов местного самоуправления по управлению вопросами  общего характера,84.11.2,2016,41.1282
Деятельность органов местного самоуправления по управлению вопросами общего характера,84.11.2,2017,37.4171
Деятельность органов местного самоуправления по управлению вопросами общего характера,84.11.2,2018,28.9359
Деятельность органов местного самоуправления по управлению вопросами общего характера,84.11.2,2019,23.2865
"Деятельность органов государственной власти по управлению вопросами общего характера, кроме судебной власти, субъектов Российской Федерации",84.11.2,2021,30.3047
"Деятельность органов государственной власти по управлению вопросами общего характера, кроме судебной власти, субъектов Российской Федерации",84.11.2,2022,452.6287
"Деятельность органов государственной власти по управлению вопросами общего характера, кроме судебной власти, субъектов Российской Федерации",84.11.2,2023,22.5638
"Деятельность органов государственной власти по управлению вопросами общего характера, кроме судебной власти, субъектов Российской Федерации",84.11.2,2024,25.9094
"Деятельность органов государственной власти субъектов Российской Федерации (республик, краев, областей), кроме судебной власти, представительств исполнительных органов государственной власти субъектов Российской Федерации при Президенте Российской Федерации",84.11.21,2021,29.7203
"Деятельность органов государственной власти субъектов Российской Федерации (республик, краев, областей), кроме судебной власти, представительств исполнительных органов государственной власти субъектов Российской Федерации при Президенте Российской Федерации",84.11.21,2022,444.3578
"Деятельность органов государственной власти субъектов Российской Федерации (республик, краев, областей), кроме судебной власти, представительств исполнительных органов государственной власти субъектов Российской Федерации при Президенте Российской Федерации",84.11.21,2023,20.1779
"Деятельность органов государственной власти субъектов Российской Федерации (республик, краев, областей), кроме судебной власти, представительств исполнительных органов государственной власти субъектов Российской Федерации при Президенте Российской Федерации",84.11.21,2024,17.3585
Деятельность органов государственной власти субъектов Российской Федерации по осуществлению своих полномочий в городах и районах,84.11.22,2021,0.4308
Деятельность органов государственной власти субъектов Российской Федерации по осуществлению своих полномочий в городах и районах,84.11.22,2022,7.3705
Деятельность органов государственной власти субъектов Российской Федерации по осуществлению своих полномочий в городах и районах,84.11.22,2023,0.7209
Деятельность органов государственной власти субъектов Российской Федерации по осуществлению своих полномочий в городах и районах,84.11.22,2024,7.730899999999999
Управление финансовой деятельностью и деятельностью в сфере налогообложения,84.11.3,2017,39.5392
Управление финансовой деятельностью и деятельностью в сфере налогообложения,84.11.3,2018,8.8939
Управление финансовой деятельностью и деятельностью в сфере налогообложения,84.11.3,2019,2.1207
Деятельность органов местного самоуправления по управлению вопросами общего характера,84.11.3,2021,15.3242
Деятельность органов местного самоуправления по управлению вопросами общего характера,84.11.3,2022,20.4525
Деятельность органов местного самоуправления по управлению вопросами общего характера,84.11.3,2023,17.1147
Деятельность органов местного самоуправления по управлению вопросами общего характера,84.11.3,2024,17.746599999999997
Деятельность органов местного самоуправления сельских поселений,84.11.31,2021,2.582
Деятельность органов местного самоуправления сельских поселений,84.11.31,2022,2.3322
Деятельность органов местного самоуправления сельских поселений,84.11.31,2023,2.0075
Деятельность органов местного самоуправления сельских поселений,84.11.31,2024,0.9957
Деятельность органов местного самоуправления городских поселений,84.11.32,2021,0.6414
Деятельность органов местного самоуправления городских поселений,84.11.32,2022,0.9347
Деятельность органов местного самоуправления городских поселений,84.11.32,2023,1.1803
Деятельность органов местного самоуправления городских поселений,84.11.32,2024,0.7589
Деятельность органов местного самоуправления муниципальных районов,84.11.33,2021,4.7605
Деятельность органов местного самоуправления муниципальных районов,84.11.33,2022,5.0664
Деятельность органов местного самоуправления муниципальных районов,84.11.33,2023,3.9736
Деятельность органов местного самоуправления муниципальных районов,84.11.33,2024,5.4683
Деятельность органов местного самоуправления муниципальных округов,84.11.34,2021,0.3055
Деятельность органов местного самоуправления муниципальных округов,84.11.34,2022,0.8915
Деятельность органов местного самоуправления муниципальных округов,84.11.34,2023,0.9482
Деятельность органов местного самоуправления муниципальных округов,84.11.34,2024,1.443
Деятельность органов местного самоуправления городских округов,84.11.35,2021,5.2877
Деятельность органов местного самоуправления городских округов,84.11.35,2022,8.962399999999999
Деятельность органов местного самоуправления городских округов,84.11.35,2023,7.825
Деятельность органов местного самоуправления городских округов,84.11.35,2024,6.506
Деятельность органов местного самоуправления городских округов с внутригородским делением,84.11.36,2021,1.0949
Деятельность органов местного самоуправления городских округов с внутригородским делением,84.11.36,2022,0.67
Деятельность органов местного самоуправления городских округов с внутригородским делением,84.11.36,2023,0.3671
Деятельность органов местного самоуправления городских округов с внутригородским делением,84.11.36,2024,0.7469
Деятельность органов местного самоуправления внутригородских районов,84.11.37,2021,0.0769
Деятельность органов местного самоуправления внутригородских районов,84.11.37,2023,0.098
Деятельность органов местного самоуправления внутригородских территорий городов федерального значения,84.11.38,2021,0.2081
Деятельность органов местного самоуправления внутригородских территорий городов федерального значения,84.11.38,2022,0.6401
Деятельность органов местного самоуправления внутригородских территорий городов федерального значения,84.11.38,2023,0.202
Управление деятельностью в области прогнозирования и планирования,84.11.4,2017,0.1412
Управление деятельностью в области прогнозирования и планирования,84.11.4,2018,0.299
Управление деятельностью в области прогнозирования и планирования,84.11.4,2019,0.0988
Управление финансовой деятельностью и деятельностью в сфере налогообложения,84.11.4,2021,11.7029
Управление финансовой деятельностью и деятельностью в сфере налогообложения,84.11.4,2022,2.0738000000000003
Управление финансовой деятельностью и деятельностью в сфере налогообложения,84.11.4,2023,3.4645
Управление финансовой деятельностью и деятельностью в сфере налогообложения,84.11.4,2024,1.643
Управление деятельностью в области фундаментальных исследований,84.11.41,2017,0.0050999999999999
Управление деятельностью в области статистики,84.11.5,2017,0.1296999999999999
Управление деятельностью в области статистики,84.11.5,2018,0.1416
Управление деятельностью в области статистики,84.11.5,2019,0.1611999999999999
"Управление имуществом, находящимся в государственной собственности",84.11.6,2017,0.2238
"Управление имуществом, находящимся в государственной собственности",84.11.6,2018,0.3616
"Управление имуществом, находящимся в государственной собственности",84.11.6,2019,0.2608999999999999
Управление деятельностью в области антимонопольного контроля,84.11.7,2017,0.0
Управление деятельностью в области антимонопольного контроля,84.11.7,2018,0.0
Управление деятельностью в области статистики,84.11.7,2021,0.5598
Управление деятельностью в области статистики,84.11.7,2022,0.287
Управление деятельностью в области статистики,84.11.7,2023,0.726
Управление деятельностью в области статистики,84.11.7,2024,4.1937
Государственное управление социальными программами,84.11.8,2016,1.1165
"Государственное регулирование деятельности в области здравоохранения, образования, социально-культурного развития и других социальных услуг, кроме социального обеспечения",84.11.8,2017,1.0224
"Государственное регулирование деятельности в области здравоохранения, образования, социально-культурного развития и других социальных услуг, кроме социального обеспечения",84.11.8,2018,0.2694
"Государственное регулирование деятельности в области здравоохранения, образования, социально-культурного развития и других социальных услуг, кроме социального обеспечения",84.11.8,2019,0.2266
"Управление имуществом, находящимся в государственной собственности",84.11.8,2021,0.4219
"Управление имуществом, находящимся в государственной собственности",84.11.8,2022,0.4204
"Управление имуществом, находящимся в государственной собственности",84.11.8,2023,0.1921
"Управление имуществом, находящимся в государственной собственности",84.11.8,2024,0.389
Регулирование и содействие эффективному ведению экономической деятельности предприятий,84.11.9,2017,1.3124
Регулирование и содействие эффективному ведению экономической деятельности предприятий,84.11.9,2018,0.3523
Регулирование и содействие эффективному ведению экономической деятельности предприятий,84.11.9,2019,0.009
Предоставление государством услуг обществу в целом,84.11.91,2016,13.1352
Предоставление государственных услуг обществу,84.11.91,2017,93.1257
Предоставление государственных услуг обществу,84.11.91,2018,50.4998
Предоставление государственных услуг обществу,84.11.91,2019,4.4822
Деятельность в области обязательного социального страхования,84.12,2016,11.756
Деятельность в области обязательного социального обеспечения,84.12,2017,5.034800000000001
Деятельность в области обязательного социального обеспечения,84.12,2018,8.4167
Деятельность в области обязательного социального обеспечения,84.12,2019,6.1997
"Государственное регулирование деятельности в области здравоохранения, образования, социально-культурного развития и других социальных услуг, кроме социального обеспечения",84.12,2021,0.1915
"Государственное регулирование деятельности в области здравоохранения, образования, социально-культурного развития и других социальных услуг, кроме социального обеспечения",84.12,2022,4.8267
"Государственное регулирование деятельности в области здравоохранения, образования, социально-культурного развития и других социальных услуг, кроме социального обеспечения",84.12,2023,0.533
"Государственное регулирование деятельности в области здравоохранения, образования, социально-культурного развития и других социальных услуг, кроме социального обеспечения",84.12,2024,0.1554
"Деятельность в сфере высшего образования, подготовки кадров высшей квалификации, здравоохранения и социальных услуг, культуры, спорта, организации досуга и развлечений",84.13,2018,142.7001
"Деятельность в сфере высшего образования, подготовки кадров высшей квалификации, здравоохранения и социальных услуг, культуры, спорта, организации досуга и развлечений",84.13,2019,142.8655
Регулирование и содействие эффективному ведению экономической деятельности предприятий,84.13,2021,4.5328
Регулирование и содействие эффективному ведению экономической деятельности предприятий,84.13,2022,0.3882
Регулирование и содействие эффективному ведению экономической деятельности предприятий,84.13,2023,0.6587000000000001
Регулирование и содействие эффективному ведению экономической деятельности предприятий,84.13,2024,1.2542
Предоставление государственных услуг обществу,84.2,2021,13.9812
Предоставление государственных услуг обществу,84.2,2022,17.854599999999998
Предоставление государственных услуг обществу,84.2,2023,10.3524
Предоставление государственных услуг обществу,84.2,2024,9.8414
Деятельность судов субъектов Российской Федерации,84.23,2016,0.0391
Деятельность в области юстиции и правосудия,84.23,2021,8.8111
Деятельность в области юстиции и правосудия,84.23,2022,5.9339
Деятельность в области юстиции и правосудия,84.23,2023,5.780399999999999
Деятельность в области юстиции и правосудия,84.23,2024,5.6093
Деятельность федеральных судов,84.23.1,2021,8.6914
Деятельность федеральных судов,84.23.1,2022,0.4893
Деятельность федеральных судов,84.23.1,2023,0.2749
Деятельность федеральных судов,84.23.1,2024,0.9743
"Деятельность кассационных судов общей юрисдикции, апелляционных судов общей юрисдикции, верховных судов республик, краевых, областных судов, судов городов федерального значения, суда автономной области, судов автономных округов",84.23.13,2022,0.2678999999999999
"Деятельность кассационных судов общей юрисдикции, апелляционных судов общей юрисдикции, верховных судов республик, краевых, областных судов, судов городов федерального значения, суда автономной области, судов автономных округов",84.23.13,2023,0.2703
Деятельность органов прокуратуры Российской Федерации,84.23.3,2023,4.622
Деятельность прокуратур субъектов Российской Федерации,84.23.32,2023,4.622
Деятельность в области обязательного социального обеспечения,84.3,2021,5.285699999999999
Деятельность в области обязательного социального обеспечения,84.3,2022,20.3411
Деятельность в области обязательного социального обеспечения,84.3,2023,7.3648
Деятельность в области обязательного социального обеспечения,84.3,2024,4.1683
Деятельность в области обязательного социального обеспечения,84.30,2021,5.285699999999999
Деятельность в области обязательного социального обеспечения,84.30,2022,20.3411
Деятельность в области обязательного социального обеспечения,84.30,2023,7.3648
Деятельность в области обязательного социального обеспечения,84.30,2024,4.1683
  Высшее профессиональное образование,85.22,2016,46.3049
Образование высшее,85.22,2017,51.922
Образование высшее,85.22,2018,34.3041
Образование высшее,85.22,2019,40.4356
Образование высшее,85.22,2020,58.85412
Образование высшее,85.22,2021,86.721
Образование высшее,85.22,2022,135.595
Образование высшее,85.22,2023,220.7598
Образование высшее,85.22,2024,301.181
"Высшее образование, подготовка кадров высшей квалификации","85.22, 85.23",2018,36.7125
"Высшее образование, подготовка кадров высшей квалификации","85.22, 85.23",2019,43.6155
"Высшее образование, подготовка кадров высшей квалификации",85.22.01.АГ,2021,87.5695
"Высшее образование, подготовка кадров высшей квалификации",85.22.01.АГ,2022,135.7975
"Высшее образование, подготовка кадров высшей квалификации",85.22.01.АГ,2023,221.4429
"Высшее образование, подготовка кадров высшей квалификации",85.22.01.АГ,2024,302.2984
Образование высшее - бакалавриат,85.22.1,2021,7.5343
Образование высшее - бакалавриат,85.22.1,2022,10.6027
Образование высшее - бакалавриат,85.22.1,2023,7.9289
Образование высшее - бакалавриат,85.22.1,2024,6.335
Образование высшее - специалитет,85.22.2,2021,0.9125
Образование высшее - специалитет,85.22.2,2022,0.5173
Образование высшее - специалитет,85.22.2,2023,0.3381
Образование высшее - специалитет,85.22.2,2024,2.6224000000000003
Образование высшее - магистратура,85.22.3,2022,0.1051
Образование высшее - магистратура,85.22.3,2023,0.667
Подготовка кадров высшей квалификации,85.23,2018,2.4084
Подготовка кадров высшей квалификации,85.23,2019,3.1799
