sector,okved2,year,researchersavg_s
"Технические испытания, исследования, анализ и сертификация",71.2,2021,1903.5
"Технические испытания, исследования, анализ и сертификация",71.2,2022,1673.8
"Технические испытания, исследования, анализ и сертификация",71.2,2023,3405.7
"Технические испытания, исследования, анализ и сертификация",71.2,2024,1704.9
"Технические испытания, исследования, анализ и сертификация",71.20,2024,1704.9
"Испытания и анализ состава и чистоты материалов и веществ: анализ химических и биологических свойств материалов и веществ; испытания и анализ в области гигиены питания, включая ветеринарный контроль и контроль за производством продуктов питания",71.20.1,2024,3.0
Судебно-экспертная деятельность,71.20.2,2024,1.0
Испытания и анализ физико-механических свойств материалов и веществ,71.20.3,2024,747.9
"Испытания, исследования и анализ целостных механических и электрических систем, энергетическое обследование",71.20.4,2024,505.0
"Сертификация продукции, услуг и организаций",71.20.8,2024,136.2
"Деятельность по техническому контролю, испытаниям и анализу прочая",71.20.9,2024,
Научные исследования и разработки,72,2018,486716.0
Научные исследования и разработки,72,2019,462712.0
Научные исследования и разработки,72,2020,453110.6
Научные исследования и разработки,72,2021,443751.5
Научные исследования и разработки,72,2022,438290.4
Научные исследования и разработки,72,2023,435291.7
Научные исследования и разработки,72,2024,421978.0
Научные исследования и разработки в области естественных и технических наук,72.1,2018,473831.0
Научные исследования и разработки в области естественных и технических наук,72.1,2019,448869.0
Научные исследования и разработки в области естественных и технических наук,72.1,2020,440126.6
Научные исследования и разработки в области естественных и технических наук,72.1,2021,431766.2
Научные исследования и разработки в области естественных и технических наук,72.1,2022,423764.2
Научные исследования и разработки в области естественных и технических наук,72.1,2023,423017.1
Научные исследования и разработки в области естественных и технических наук,72.1,2024,409183.8
Научные исследования и разработки в области биотехнологии,72.11,2018,214.0
Научные исследования и разработки в области биотехнологии,72.11,2019,1135.0
Научные исследования и разработки в области биотехнологии,72.11,2020,2176.9
Научные исследования и разработки в области биотехнологии,72.11,2021,3036.3
Научные исследования и разработки в области биотехнологии,72.11,2022,2597.1
Научные исследования и разработки в области биотехнологии,72.11,2023,2744.6
Научные исследования и разработки в области биотехнологии,72.11,2024,2559.1
Научные исследования и разработки в области естественных и технических наук прочие,72.19,2018,473617.0
Научные исследования и разработки в области естественных и технических наук прочие,72.19,2019,447734.0
Научные исследования и разработки в области естественных и технических наук прочие,72.19,2020,437949.7
Научные исследования и разработки в области естественных и технических наук прочие,72.19,2021,428729.9
Научные исследования и разработки в области естественных и технических наук прочие,72.19,2022,421167.1
Научные исследования и разработки в области естественных и технических наук прочие,72.19,2023,420272.5
Научные исследования и разработки в области естественных и технических наук прочие,72.19,2024,406624.7
Научные исследования и разработки в области общественных и гуманитарных наук,72.2,2018,12885.0
Научные исследования и разработки в области общественных и гуманитарных наук,72.2,2019,13843.0
Научные исследования и разработки в области общественных и гуманитарных наук,72.2,2020,12984.0
Научные исследования и разработки в области общественных и гуманитарных наук,72.2,2021,11985.3
Научные исследования и разработки в области общественных и гуманитарных наук,72.2,2022,14526.2
Научные исследования и разработки в области общественных и гуманитарных наук,72.2,2023,12274.6
Научные исследования и разработки в области общественных и гуманитарных наук,72.2,2024,12794.2
Научные исследования и разработки в области общественных и гуманитарных наук,72.20,2024,12794.2
Научные исследования и разработки в области общественных наук,72.20.1,2018,221.0
Научные исследования и разработки в области общественных наук,72.20.1,2019,497.0
Научные исследования и разработки в области общественных наук,72.20.1,2020,782.6
Научные исследования и разработки в области общественных наук,72.20.1,2021,756.4
Научные исследования и разработки в области общественных наук,72.20.1,2022,2514.8
Научные исследования и разработки в области общественных наук,72.20.1,2023,822.6
Научные исследования и разработки в области общественных наук,72.20.1,2024,1791.8
Научные исследования и разработки в области общественных наук прочие,72.20.19,2024,1044.5
Научные исследования и разработки в области гуманитарных наук,72.20.2,2018,941.0
Научные исследования и разработки в области гуманитарных наук,72.20.2,2019,702.0
Научные исследования и разработки в области гуманитарных наук,72.20.2,2020,535.1
Научные исследования и разработки в области гуманитарных наук,72.20.2,2021,358.4
Научные исследования и разработки в области гуманитарных наук,72.20.2,2022,376.8
Научные исследования и разработки в области гуманитарных наук,72.20.2,2023,398.2
Научные исследования и разработки в области гуманитарных наук,72.20.2,2024,338.4
Деятельность рекламная и исследование конъюнктуры рынка,73,2018,33.0
Деятельность рекламная и исследование конъюнктуры рынка,73,2019,
Деятельность рекламная и исследование конъюнктуры рынка,73,2020,39.5
Деятельность рекламная и исследование конъюнктуры рынка,73,2021,26.0
Деятельность рекламная и исследование конъюнктуры рынка,73,2022,18.0
Деятельность рекламная и исследование конъюнктуры рынка,73,2023,
Деятельность рекламная и исследование конъюнктуры рынка,73,2024,
Деятельность рекламная,73.1,2021,15.0
Деятельность рекламная,73.1,2022,
Деятельность рекламная,73.1,2023,
Деятельность рекламная,73.1,2024,
Деятельность рекламных агентств,73.11,2024,
Исследование конъюнктуры рынка и изучение общественного мнения,73.2,2018,33.0
Исследование конъюнктуры рынка и изучение общественного мнения,73.2,2019,
Исследование конъюнктуры рынка и изучение общественного мнения,73.2,2020,39.5
Исследование конъюнктуры рынка и изучение общественного мнения,73.2,2021,11.0
Исследование конъюнктуры рынка и изучение общественного мнения,73.2,2022,
Исследование конъюнктуры рынка и изучение общественного мнения,73.2,2023,
Деятельность профессиональная научная и техническая прочая,74,2018,
Деятельность профессиональная научная и техническая прочая,74,2019,593.0
Деятельность профессиональная научная и техническая прочая,74,2020,906.0
Деятельность профессиональная научная и техническая прочая,74,2021,746.7
Деятельность профессиональная научная и техническая прочая,74,2022,464.8
Деятельность профессиональная научная и техническая прочая,74,2023,104.0
Деятельность профессиональная научная и техническая прочая,74,2024,
"Деятельность профессиональная, научная и техническая прочая, не включенная в другие группировки",74.9,2018,
"Деятельность профессиональная, научная и техническая прочая, не включенная в другие группировки",74.9,2019,593.0
"Деятельность профессиональная, научная и техническая прочая, не включенная в другие группировки",74.9,2020,906.0
"Деятельность профессиональная, научная и техническая прочая, не включенная в другие группировки",74.9,2021,746.7
"Деятельность профессиональная, научная и техническая прочая, не включенная в другие группировки",74.9,2022,464.8
"Деятельность профессиональная, научная и техническая прочая, не включенная в другие группировки",74.9,2023,104.0
"Деятельность профессиональная, научная и техническая прочая, не включенная в другие группировки",74.9,2024,
"Деятельность профессиональная, научная и техническая прочая, не включенная в другие группировки",74.90,2024,
Деятельность иная в области защиты информации,74.90.09.АГ,2019,
Деятельность иная в области защиты информации,74.90.09.АГ,2020,81.0
Деятельность иная в области защиты информации,74.90.09.АГ,2024,657.4
Предоставление консультационных услуг в области сельского хозяйства,74.90.4,2024,1.4
Деятельность в области защиты информации и обеспечения безопасности критической информационной инфраструктуры,74.90.9,2024,657.4
Деятельность ветеринарная,75,2021,18.0
Деятельность ветеринарная,75,2023,
Деятельность ветеринарная,75,2024,1.0
Деятельность ветеринарная,75.0,2024,1.0
Деятельность ветеринарная,75.00,2024,1.0
Аренда и лизинг,77,2018,
Аренда и лизинг,77,2020,5.0
Аренда и лизинг,77,2024,
"Аренда интеллектуальной собственности и подобной продукции, кроме авторских прав",77.4,2024,
"Аренда интеллектуальной собственности и подобной продукции, кроме авторских прав",77.40,2024,
"Деятельность туристических агентств и прочих организаций, предоставляющих услуги в сфере туризма",79,2020,
"Деятельность туристических агентств и прочих организаций, предоставляющих услуги в сфере туризма",79,2021,
Деятельность по обеспечению безопасности и проведению расследований,80,2019,
Деятельность по обеспечению безопасности и проведению расследований,80,2022,
Деятельность административно,82,2018,31.0
"Деятельность административно-хозяйственная, вспомогательная деятельность по обеспечению функционирования организации, деятельность по предоставлению прочих вспомогательных услуг для бизнеса",82,2019,157.0
"Деятельность административно-хозяйственная, вспомогательная деятельность по обеспечению функционирования организации, деятельность по предоставлению прочих вспомогательных услуг для бизнеса",82,2020,462.0
"Деятельность административно-хозяйственная, вспомогательная деятельность по обеспечению функционирования организации, деятельность по предоставлению прочих вспомогательных услуг для бизнеса",82,2021,369.0
"Деятельность административно-хозяйственная, вспомогательная деятельность по обеспечению функционирования организации, деятельность по предоставлению прочих вспомогательных услуг для бизнеса",82,2022,1122.9
"Деятельность административно-хозяйственная, вспомогательная деятельность по обеспечению функционирования организации, деятельность по предоставлению прочих вспомогательных услуг для бизнеса",82,2023,222.3
"Деятельность административно-хозяйственная, вспомогательная деятельность по обеспечению функционирования организации, деятельность по предоставлению прочих вспомогательных услуг для бизнеса",82,2024,137.1
Деятельность административно-хозяйственная и вспомогательная деятельность по обеспечению функционирования организации,82.1,2024,19.0
Деятельность административно-хозяйственная комплексная по обеспечению работы организации,82.11,2024,19.0
Деятельность по организации конференций и выставок,82.3,2024,
Деятельность по организации конференций и выставок,82.30,2024,
"Деятельность по предоставлению вспомогательных услуг для бизнеса, не включенная в другие группировки",82.9,2024,
"Деятельность по предоставлению прочих вспомогательных услуг для бизнеса, не включенная в другие группировки",82.99,2024,
"Деятельность органов государственного управления по обеспечению военной безопасности, обязательному социальному обеспечению",84,2024,317.9
"Предоставление государственных услуг обществу, не включенные в другие группировки",84.02.АГ,2018,768.0
"Предоставление государственных услуг обществу, не включенные в другие группировки",84.02.АГ,2019,
"Предоставление государственных услуг обществу, не включенные в другие группировки",84.02.АГ,2020,336.4
"Предоставление государственных услуг обществу, не включенные в другие группировки",84.02.АГ,2024,295.7
Деятельность органов государственного управления и местного самоуправления по вопросам общего и социально-экономического характера,84.1,2024,
Деятельность органов государственного управления и местного самоуправления по вопросам общего характера,84.11,2024,
Управление деятельностью в области фундаментальных исследований,84.11.6,2024,
"Управление имуществом, находящимся в государственной собственности",84.11.8,2024,
Предоставление государственных услуг обществу,84.2,2024,
Деятельность в области юстиции и правосудия,84.23,2024,
"Деятельность по управлению и эксплуатации тюрем, исправительных колоний и других мест лишения свободы, а также по оказанию реабилитационной помощи бывшим заключенным",84.23.4,2024,
Образование,85,2024,50650.2
Образование общее,85.1,2018,
Образование общее,85.1,2019,
Образование общее,85.1,2020,47.0
Образование общее,85.1,2021,18.0
Образование общее,85.1,2022,
Образование общее,85.1,2023,
Образование общее,85.1,2024,20.3
Образование среднее общее,85.14,2024,20.3
Образование профессиональное,85.2,2018,46666.0
Образование профессиональное,85.2,2019,49926.0
Образование профессиональное,85.2,2020,48679.3
Образование профессиональное,85.2,2021,50379.0
Образование профессиональное,85.2,2022,50405.7
Образование профессиональное,85.2,2023,50631.8
Образование профессиональное,85.2,2024,49898.8
Образование профессиональное среднее,85.21,2018,50.0
Образование профессиональное среднее,85.21,2019,84.0
Образование профессиональное среднее,85.21,2020,18.0
Образование профессиональное среднее,85.21,2021,23.4
Образование профессиональное среднее,85.21,2022,17.2
Образование профессиональное среднее,85.21,2023,10.0
Образование профессиональное среднее,85.21,2024,11.0
Образование высшее,85.22,2018,46278.0
Образование высшее,85.22,2019,49277.0
Образование высшее,85.22,2020,48503.0
Образование высшее,85.22,2021,50209.6
Образование высшее,85.22,2022,50251.0
Образование высшее,85.22,2023,50480.7
Образование высшее,85.22,2024,49791.7
Образование высшее - бакалавриат,85.22.1,2024,3008.1
Образование высшее - специалитет,85.22.2,2024,328.6
Образование высшее - магистратура,85.22.3,2024,
Подготовка кадров высшей квалификации,85.23,2018,338.0
Подготовка кадров высшей квалификации,85.23,2019,565.0
Подготовка кадров высшей квалификации,85.23,2020,158.3
Подготовка кадров высшей квалификации,85.23,2021,146.0
Подготовка кадров высшей квалификации,85.23,2022,137.5
Подготовка кадров высшей квалификации,85.23,2023,141.1
Подготовка кадров высшей квалификации,85.23,2024,96.1
Обучение профессиональное,85.3,2019,
Обучение профессиональное,85.3,2020,3.0
Образование дополнительное,85.4,2018,101.0
Образование дополнительное,85.4,2019,103.0
Образование дополнительное,85.4,2020,248.4
Образование дополнительное,85.4,2021,92.4
Образование дополнительное,85.4,2022,152.4
Образование дополнительное,85.4,2023,391.9
Образование дополнительное,85.4,2024,731.1
Образование дополнительное детей и взрослых,85.41,2024,
"Образование дополнительное детей и взрослых, не включенное в другие группировки",85.41.9,2024,
Образование профессиональное дополнительное,85.42,2024,621.1
"Деятельность по дополнительному профессиональному образованию прочая, не включенная в другие группировки",85.42.9,2024,417.5
Деятельность в области здравоохранения,86,2018,2760.0
Деятельность в области здравоохранения,86,2019,3313.0
Деятельность в области здравоохранения,86,2020,3562.9
Деятельность в области здравоохранения,86,2021,3430.9
Деятельность в области здравоохранения,86,2022,2767.3
Деятельность в области здравоохранения,86,2023,2160.9
Деятельность в области здравоохранения,86,2024,2160.1
Деятельность больничных организаций,86.1,2024,1193.0
Деятельность больничных организаций,86.10,2024,1193.0
Медицинская и стоматологическая практика,86.2,2024,
Общая врачебная практика,86.21,2024,
Стоматологическая практика,86.23,2024,1.0
Деятельность в области медицины прочая,86.9,2024,914.7
Деятельность в области медицины прочая,86.90,2024,914.7
Деятельность организаций санитарно-эпидемиологической службы,86.90.1,2024,877.3
Деятельность санаторно-курортных организаций,86.90.4,2024,10.0
"Деятельность в области медицины прочая, не включенная в другие группировки",86.90.9,2024,
Предоставление социальных услуг без обеспечения проживания,88,2020,53.0
Предоставление социальных услуг без обеспечения проживания,88,2021,34.0
Предоставление социальных услуг без обеспечения проживания,88,2022,
Предоставление социальных услуг без обеспечения проживания,88,2023,
Предоставление социальных услуг без обеспечения проживания,88,2024,33.0
Предоставление социальных услуг без обеспечения проживания престарелым и инвалидам,88.1,2024,33.0
Предоставление социальных услуг без обеспечения проживания престарелым и инвалидам,88.10,2024,33.0
Предоставление прочих социальных услуг без обеспечения проживания,88.9,2024,
"Предоставление прочих социальных услуг без обеспечения проживания, не включенных в другие группировки",88.99,2024,
"Деятельность творческая, деятельность в области искусства и организации развлечений",90,2019,
"Деятельность творческая, деятельность в области искусства и организации развлечений",90,2020,19.0
"Деятельность творческая, деятельность в области искусства и организации развлечений",90,2021,16.0
"Деятельность творческая, деятельность в области искусства и организации развлечений",90,2022,
"Деятельность творческая, деятельность в области искусства и организации развлечений",90,2023,20.6
"Деятельность творческая, деятельность в области искусства и организации развлечений",90,2024,
"Деятельность творческая, деятельность в области искусства и организации развлечений",90.0,2024,
Деятельность в области исполнительских искусств,90.01,2024,
Деятельность учреждений культуры и искусства,90.04,2024,
"Деятельность учреждений клубного типа: клубов, дворцов и домов культуры, домов народного творчества",90.04.3,2024,3.1
"Деятельность библиотек, архивов, музеев и прочих объектов культуры",91,2018,2316.0
"Деятельность библиотек, архивов, музеев и прочих объектов культуры",91,2019,2232.0
"Деятельность библиотек, архивов, музеев и прочих объектов культуры",91,2020,2493.5
"Деятельность библиотек, архивов, музеев и прочих объектов культуры",91,2021,2408.1
"Деятельность библиотек, архивов, музеев и прочих объектов культуры",91,2022,1841.6
"Деятельность библиотек, архивов, музеев и прочих объектов культуры",91,2023,1777.8
"Деятельность библиотек, архивов, музеев и прочих объектов культуры",91,2024,2059.9
"Деятельность библиотек, архивов, музеев и прочих объектов культуры",91.0,2024,2059.9
Деятельность библиотек и архивов,91.01,2024,682.3
Деятельность музеев,91.02,2024,830.0
"Деятельность по охране исторических мест и зданий, памятников культуры",91.03,2024,
"Деятельность ботанических садов, зоопарков, государственных природных заповедников и национальных парков",91.04,2024,524.3
Деятельность зоопарков,91.04.1,2024,
Деятельность государственных природных заповедников (в том числе биосферных),91.04.2,2024,87.8
Деятельность национальных парков,91.04.3,2024,
Деятельность природных парков,91.04.4,2024,6.0
"Деятельность по организации и проведению азартных игр и заключению пари, по организации и проведению лотерей",92,2021,28.0
"Деятельность в области спорта, отдыха и развлечений",93,2018,
"Деятельность в области спорта, отдыха и развлечений",93,2019,
"Деятельность в области спорта, отдыха и развлечений",93,2020,30.0
"Деятельность в области спорта, отдыха и развлечений",93,2021,11.0
"Деятельность в области спорта, отдыха и развлечений",93,2023,
"Деятельность в области спорта, отдыха и развлечений",93,2024,
Деятельность в области спорта,93.1,2024,
Деятельность в области спорта прочая,93.19,2024,
Деятельность в области отдыха и развлечений,93.2,2024,130.0
Деятельность по организации отдыха и развлечений прочая,93.29,2024,130.0
"Деятельность зрелищно-развлекательная прочая, не включенная в другие группировки",93.29.9,2024,130.0
Деятельность общественных организаций,94,2018,12.0
Деятельность общественных организаций,94,2019,31.0
Деятельность общественных организаций,94,2020,59.0
Деятельность общественных организаций,94,2021,42.0
Деятельность общественных и прочих некоммерческих организаций,94,2022,56.0
Деятельность общественных и прочих некоммерческих организаций,94,2023,40.7
Деятельность общественных и прочих некоммерческих организаций,94,2024,50.0
Деятельность предпринимательских и профессиональных членских некоммерческих организаций,94.1,2024,
Деятельность предпринимательских членских некоммерческих организаций,94.11,2024,1.0
Деятельность профессиональных членских организаций,94.12,2024,
Деятельность прочих общественных и некоммерческих организаций,94.9,2024,27.0
Деятельность религиозных организаций,94.91,2024,
"Деятельность прочих общественных организаций и некоммерческих организаций, кроме религиозных и политических организаций",94.99,2024,26.0
Деятельность организаций по охране окружающей среды,94.99.2,2024,2.0
"Ремонт компьютеров, предметов личного потребления и хозяйственно",95,2018,88.0
"Ремонт компьютеров, предметов личного потребления и хозяйственно-бытового назначения",95,2019,
"Ремонт компьютеров, предметов личного потребления и хозяйственно-бытового назначения",95,2020,42.0
"Ремонт компьютеров, предметов личного потребления и хозяйственно-бытового назначения",95,2021,17.0
"Ремонт компьютеров, предметов личного потребления и хозяйственно-бытового назначения",95,2022,
"Ремонт компьютеров, предметов личного потребления и хозяйственно-бытового назначения",95,2024,
Ремонт компьютеров и коммуникационного оборудования,95.1,2024,
Ремонт коммуникационного оборудования,95.12,2018,
Ремонт коммуникационного оборудования,95.12,2019,
Ремонт коммуникационного оборудования,95.12,2020,42.0
Ремонт коммуникационного оборудования,95.12,2021,17.0
Ремонт коммуникационного оборудования,95.12,2022,
Ремонт коммуникационного оборудования,95.12,2024,
"СЕЛЬСКОЕ, ЛЕСНОЕ ХОЗЯЙСТВО, ОХОТА, РЫБОЛОВСТВО И РЫБОВОДСТВО",A,2018,481.0
"СЕЛЬСКОЕ, ЛЕСНОЕ ХОЗЯЙСТВО, ОХОТА, РЫБОЛОВСТВО И РЫБОВОДСТВО",A,2019,392.0
"СЕЛЬСКОЕ, ЛЕСНОЕ ХОЗЯЙСТВО, ОХОТА, РЫБОЛОВСТВО И РЫБОВОДСТВО",A,2020,466.8
"СЕЛЬСКОЕ, ЛЕСНОЕ ХОЗЯЙСТВО, ОХОТА, РЫБОЛОВСТВО И РЫБОВОДСТВО",A,2021,467.1
"СЕЛЬСКОЕ, ЛЕСНОЕ ХОЗЯЙСТВО, ОХОТА, РЫБОЛОВСТВО И РЫБОВОДСТВО",A,2022,405.5
"СЕЛЬСКОЕ, ЛЕСНОЕ ХОЗЯЙСТВО, ОХОТА, РЫБОЛОВСТВО И РЫБОВОДСТВО",A,2023,272.9
"СЕЛЬСКОЕ, ЛЕСНОЕ ХОЗЯЙСТВО, ОХОТА, РЫБОЛОВСТВО И РЫБОВОДСТВО",A,2024,412.9
ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,B,2018,388.0
ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,B,2019,413.0
ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,B,2020,412.0
ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,B,2021,112.0
ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,B,2022,107.8
ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,B,2023,209.6
ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,B,2024,188.2
ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,C,2018,62299.0
ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,C,2019,78935.0
ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,C,2020,87397.2
ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,C,2021,84365.7
ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,C,2022,89612.3
ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,C,2023,90530.4
ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,C,2024,107075.5
"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА",D,2018,144.0
"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА",D,2019,
"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА",D,2020,446.7
"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА",D,2021,387.5
"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА",D,2022,
"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА",D,2023,
"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА",D,2024,
"ВОДОСНАБЖЕНИЕ; ВОДООТВЕДЕНИЕ, ОРГАНИЗАЦИЯ СБОРА И УТИЛИЗАЦИИ ОТХОДОВ, ДЕЯТЕЛЬНОСТЬ ПО ЛИКВИДАЦИИ ЗАГРЯЗНЕНИЙ",E,2018,118.0
"ВОДОСНАБЖЕНИЕ; ВОДООТВЕДЕНИЕ, ОРГАНИЗАЦИЯ СБОРА И УТИЛИЗАЦИИ ОТХОДОВ, ДЕЯТЕЛЬНОСТЬ ПО ЛИКВИДАЦИИ ЗАГРЯЗНЕНИЙ",E,2019,
"ВОДОСНАБЖЕНИЕ; ВОДООТВЕДЕНИЕ, ОРГАНИЗАЦИЯ СБОРА И УТИЛИЗАЦИИ ОТХОДОВ, ДЕЯТЕЛЬНОСТЬ ПО ЛИКВИДАЦИИ ЗАГРЯЗНЕНИЙ",E,2020,130.3
"ВОДОСНАБЖЕНИЕ; ВОДООТВЕДЕНИЕ, ОРГАНИЗАЦИЯ СБОРА И УТИЛИЗАЦИИ ОТХОДОВ, ДЕЯТЕЛЬНОСТЬ ПО ЛИКВИДАЦИИ ЗАГРЯЗНЕНИЙ",E,2021,305.0
"ВОДОСНАБЖЕНИЕ; ВОДООТВЕДЕНИЕ, ОРГАНИЗАЦИЯ СБОРА И УТИЛИЗАЦИИ ОТХОДОВ, ДЕЯТЕЛЬНОСТЬ ПО ЛИКВИДАЦИИ ЗАГРЯЗНЕНИЙ",E,2022,
"ВОДОСНАБЖЕНИЕ; ВОДООТВЕДЕНИЕ, ОРГАНИЗАЦИЯ СБОРА И УТИЛИЗАЦИИ ОТХОДОВ, ДЕЯТЕЛЬНОСТЬ ПО ЛИКВИДАЦИИ ЗАГРЯЗНЕНИЙ",E,2023,
"ВОДОСНАБЖЕНИЕ; ВОДООТВЕДЕНИЕ, ОРГАНИЗАЦИЯ СБОРА И УТИЛИЗАЦИИ ОТХОДОВ, ДЕЯТЕЛЬНОСТЬ ПО ЛИКВИДАЦИИ ЗАГРЯЗНЕНИЙ",E,2024,766.3
СТРОИТЕЛЬСТВО,F,2018,
СТРОИТЕЛЬСТВО,F,2019,
СТРОИТЕЛЬСТВО,F,2020,8.0
СТРОИТЕЛЬСТВО,F,2021,15.0
СТРОИТЕЛЬСТВО,F,2022,18.7
СТРОИТЕЛЬСТВО,F,2023,
СТРОИТЕЛЬСТВО,F,2024,27.0
ТОРГОВЛЯ ОПТОВАЯ И РОЗНИЧНАЯ; РЕМОНТ АВТОТРАНСПОРТНЫХ СРЕДСТВ И МОТОЦИКЛОВ,G,2018,422.0
ТОРГОВЛЯ ОПТОВАЯ И РОЗНИЧНАЯ; РЕМОНТ АВТОТРАНСПОРТНЫХ СРЕДСТВ И МОТОЦИКЛОВ,G,2019,556.0
ТОРГОВЛЯ ОПТОВАЯ И РОЗНИЧНАЯ; РЕМОНТ АВТОТРАНСПОРТНЫХ СРЕДСТВ И МОТОЦИКЛОВ,G,2020,236.0
ТОРГОВЛЯ ОПТОВАЯ И РОЗНИЧНАЯ; РЕМОНТ АВТОТРАНСПОРТНЫХ СРЕДСТВ И МОТОЦИКЛОВ,G,2021,241.2
ТОРГОВЛЯ ОПТОВАЯ И РОЗНИЧНАЯ; РЕМОНТ АВТОТРАНСПОРТНЫХ СРЕДСТВ И МОТОЦИКЛОВ,G,2022,450.3
ТОРГОВЛЯ ОПТОВАЯ И РОЗНИЧНАЯ; РЕМОНТ АВТОТРАНСПОРТНЫХ СРЕДСТВ И МОТОЦИКЛОВ,G,2023,467.7
ТОРГОВЛЯ ОПТОВАЯ И РОЗНИЧНАЯ; РЕМОНТ АВТОТРАНСПОРТНЫХ СРЕДСТВ И МОТОЦИКЛОВ,G,2024,390.6
ТРАНСПОРТИРОВКА И ХРАНЕНИЕ,H,2018,118.0
ТРАНСПОРТИРОВКА И ХРАНЕНИЕ,H,2019,2689.0
ТРАНСПОРТИРОВКА И ХРАНЕНИЕ,H,2020,377.0
ТРАНСПОРТИРОВКА И ХРАНЕНИЕ,H,2021,1430.9
ТРАНСПОРТИРОВКА И ХРАНЕНИЕ,H,2022,102.0
ТРАНСПОРТИРОВКА И ХРАНЕНИЕ,H,2023,
ТРАНСПОРТИРОВКА И ХРАНЕНИЕ,H,2024,
ДЕЯТЕЛЬНОСТЬ ГОСТИНИЦ И ПРЕДПРИЯТИЙ ОБЩЕСТВЕННОГО ПИТАНИЯ,I,2018,
ДЕЯТЕЛЬНОСТЬ ГОСТИНИЦ И ПРЕДПРИЯТИЙ ОБЩЕСТВЕННОГО ПИТАНИЯ,I,2019,
ДЕЯТЕЛЬНОСТЬ ГОСТИНИЦ И ПРЕДПРИЯТИЙ ОБЩЕСТВЕННОГО ПИТАНИЯ,I,2021,838.0
ДЕЯТЕЛЬНОСТЬ ГОСТИНИЦ И ПРЕДПРИЯТИЙ ОБЩЕСТВЕННОГО ПИТАНИЯ,I,2022,
ДЕЯТЕЛЬНОСТЬ ГОСТИНИЦ И ПРЕДПРИЯТИЙ ОБЩЕСТВЕННОГО ПИТАНИЯ,I,2024,
ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ ИНФОРМАЦИИ И СВЯЗИ,J,2018,2648.0
ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ ИНФОРМАЦИИ И СВЯЗИ,J,2019,3587.0
ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ ИНФОРМАЦИИ И СВЯЗИ,J,2020,6187.4
ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ ИНФОРМАЦИИ И СВЯЗИ,J,2021,4156.2
ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ ИНФОРМАЦИИ И СВЯЗИ,J,2022,3972.4
ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ ИНФОРМАЦИИ И СВЯЗИ,J,2023,4225.5
ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ ИНФОРМАЦИИ И СВЯЗИ,J,2024,5040.3
ДЕЯТЕЛЬНОСТЬ ФИНАНСОВАЯ И СТРАХОВАЯ,K,2019,
ДЕЯТЕЛЬНОСТЬ ФИНАНСОВАЯ И СТРАХОВАЯ,K,2020,
